,Unnamed: 0,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong,Unnamed: 0,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
6220,6220,FSI_6220,Ron,Tinh le,Kinh,Da bong,33,Nam,Khong chung chi,C,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,14,None,Nhan vien,1.0,None,30,A,11,19.0,19.95,6220,FSI_6221,3,3,1,5,5,70,3,3,1,26/04/2020 ,5,3,16/07/2020 ,full time,co gia dinh,2,175,70,khong bi benh,khong,co,xe may
6221,6221,FSI_6221,Luna,Tinh le,Kinh,Yoga,27,Nu,Khong chung chi,B,B,Cao dang,Gioi,HAUI,Ky su R&D,5,Computer vision,Nhan vien,1.0,None,25,B,1,12.0,12.6,6221,FSI_6222,3,2,2,3,2,90,2,1,2,04/12/2019 ,3,1,06/01/2020 ,part time,co gia dinh,0,180,70,dang bi benh,co,khong,oto
6222,6222,FSI_6222,Harry,Tinh le,Kinh,Yoga,26,Nam,Tieng anh toiec,D,D,Dai hoc,Gioi,UTC,PM,3,None,Nhan vien,1.0,None,30,A,3,21.0,22.05,6222,FSI_6223,1,2,3,0,0,100,5,0,2,06/07/2020 ,5,0,04/12/2019 ,nghi phep,chua co gia dinh,2,170,70,khong bi benh,co,khong,oto
6223,6223,FSI_6223,Lan,Tinh le,Kinh,Gym,25,Nam,Khong chung chi,B,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,2,.NET,Nhan vien,1.0,None,25,C,0,17.0,17.85,6223,FSI_6224,1,2,0,5,0,100,4,0,1,06/12/2019 ,3,5,21/03/2020 ,nghi phep,co gia dinh,2,165,40,dang bi benh,co,co,xe may
6224,6224,FSI_6224,Hermione,Tinh le,Kinh,xem phim,30,Nam,Tieng anh toiec,B,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,11,Android,Nhan vien,1.0,None,25,B,6,14.0,14.7,6224,FSI_6225,3,4,4,2,1,80,0,3,1,29/08/2020 ,3,0,10/06/2020 ,part time,chua co gia dinh,0,165,40,dang bi benh,khong,co,xe may
6225,6225,FSI_6225,Lan,Tinh le,Thai,Yoga,34,Nam,Khong chung chi,B,B,Cao dang,Xuat sac,UTC,Lap trinh vien,12,Android,Nhan vien,1.0,None,25,D,3,11.0,11.55,6225,FSI_6226,3,4,5,3,3,100,0,1,2,12/03/2020 ,0,1,02/04/2020 ,nghi phep,chua co gia dinh,3,160,60,khong bi benh,co,co,xe may
6226,6226,FSI_6226,Long,Tinh le,Cham,Gym,26,Nam,Tieng Nga,B,A,Dai hoc,kha,EPU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,A,2,11.0,11.55,6226,FSI_6227,1,2,2,2,2,90,0,0,1,05/09/2020 ,3,3,09/01/2020 ,nghi phep,chua co gia dinh,1,180,50,khong bi benh,khong,khong,xe may
6227,6227,FSI_6227,Ngoc,Tinh le,Kinh,Da bong,32,Nu,Tieng Nga,A,D,Dai hoc,kha,HAUI,BA,1,None,Teamlead,1.5,Nhan tai dat viet,25,B,9,19.5,20.475,6227,FSI_6228,5,5,3,0,4,90,0,5,1,30/12/2019 ,2,0,02/12/2019 ,full time,co gia dinh,2,150,70,dang bi benh,co,khong,bus
6228,6228,FSI_6228,Luna,Ha Noi,Kinh,Cau long,18,Nu,Khong chung chi,C,D,Thac si,Xuat sac,HUST,Tester,0,None,Nhan vien,1.0,None,15,B,0,15.0,15.75,6228,FSI_6229,1,5,1,4,0,100,5,1,2,17/01/2020 ,5,0,29/06/2020 ,full time,co gia dinh,1,150,50,khong bi benh,khong,co,bus
6229,6229,FSI_6229,Ngoc,Tinh le,Kinh,Yoga,23,Nu,Khong chung chi,C,D,Dai hoc,kha,VNU,Tester,0,None,Nhan vien,1.0,None,15,D,4,5.0,5.25,6229,FSI_6230,1,3,3,0,5,80,4,0,3,07/07/2020 ,0,5,22/06/2020 ,nghi phep,chua co gia dinh,1,180,40,dang bi benh,co,co,xe may
6230,6230,FSI_6230,Long,Tinh le,Kinh,Nghe nhac,32,Nu,Khong chung chi,B,B,Cao dang,Gioi,USTH,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,A,4,8.0,8.4,6230,FSI_6231,0,0,0,4,1,70,1,3,3,03/01/2020 ,4,4,15/03/2020 ,nghi phep,chua co gia dinh,1,175,50,dang bi benh,khong,co,oto
6231,6231,FSI_6231,Harry,Tinh le,Kinh,Cau long,18,Nu,Khong chung chi,C,C,Dai hoc,Gioi,VNU,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,B,0,13.0,13.65,6231,FSI_6232,1,0,0,0,3,90,3,2,1,07/03/2020 ,3,5,17/10/2019 ,full time,co gia dinh,2,175,50,dang bi benh,khong,co,xe may
6232,6232,FSI_6232,Luna,Tinh le,Kinh,Gym,26,Nam,Khong chung chi,B,D,Cao dang,Xuat sac,TLU,PM,3,None,Nhan vien,1.0,None,30,B,1,16.0,16.8,6232,FSI_6233,1,0,0,2,3,100,3,2,1,25/02/2020 ,2,1,27/12/2019 ,full time,chua co gia dinh,1,150,60,khong bi benh,khong,co,xe may
6233,6233,FSI_6233,Ngoc,Tinh le,Kinh,Yoga,24,Nam,Khong chung chi,A,A,Dai hoc,kha,HUST,Lap trinh vien,2,Java,Teamlead,1.5,None,25,C,2,12.0,12.6,6233,FSI_6234,4,0,3,0,1,70,0,1,2,09/03/2020 ,4,5,07/10/2019 ,full time,chua co gia dinh,1,150,50,khong bi benh,khong,khong,bus
6234,6234,FSI_6234,Ron,Tinh le,Kinh,Gym,23,Nam,Tieng anh toiec,C,C,Dai hoc,kha,UTC,Lap trinh vien,3,PHP,Nhan vien,1.0,None,25,C,1,14.0,14.7,6234,FSI_6235,1,3,2,0,2,70,1,4,2,28/08/2020 ,0,5,10/08/2020 ,nghi phep,co gia dinh,3,180,50,dang bi benh,co,co,bus
6235,6235,FSI_6235,Luna,Tinh le,Kinh,Yoga,41,Nam,Khong chung chi,B,A,Cao dang,kha,HNUE,Lap trinh vien,22,C++,Nhan vien,1.0,None,25,D,5,18.0,18.9,6235,FSI_6236,1,2,0,4,0,80,3,0,1,20/09/2019 ,3,1,02/02/2020 ,part time,co gia dinh,3,180,50,dang bi benh,khong,co,xe may
6236,6236,FSI_6236,Nam,Tinh le,Kinh,Da bong,25,Nam,Tieng anh toiec,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,C++,Nhan vien,1.0,None,25,C,0,23.0,24.15,6236,FSI_6237,0,1,0,2,0,80,1,2,2,06/04/2020 ,3,0,04/04/2020 ,part time,chua co gia dinh,0,180,70,khong bi benh,khong,khong,xe may
6237,6237,FSI_6237,Long,Tinh le,Kinh,Yoga,54,Nam,Tieng anh ielts,A,B,Dai hoc,Xuat sac,UTC,Lap trinh vien,7,Python,Nhan vien,1.0,None,25,B,8,15.0,15.75,6237,FSI_6238,2,0,0,4,1,70,2,0,1,20/03/2020 ,3,0,04/05/2020 ,full time,chua co gia dinh,1,165,70,dang bi benh,khong,khong,oto
6238,6238,FSI_6238,Nam,Ha Noi,Nung,Da bong,31,Nu,Khong chung chi,B,A,Dai hoc,Trung binh,VNU,Lap trinh vien,9,Java,Nhan vien,1.0,None,25,A,9,11.0,11.55,6238,FSI_6239,1,4,2,2,3,90,4,0,2,17/05/2020 ,1,3,13/08/2020 ,full time,co gia dinh,0,175,40,khong bi benh,co,co,xe may
6239,6239,FSI_6239,Ron,Tinh le,Kinh,Gym,18,Nu,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Teamlead,1.5,None,15,C,1,13.5,14.175,6239,FSI_6240,2,4,4,2,1,100,4,2,2,07/07/2020 ,2,1,24/05/2020 ,full time,chua co gia dinh,2,165,50,khong bi benh,co,co,xe may
6240,6240,FSI_6240,Ron,Tinh le,Kinh,xem phim,36,Nu,Khong chung chi,D,D,Dai hoc,Trung binh,HAUI,Ke toan,6,None,Teamlead,1.5,None,15,A,0,10.5,11.025,6240,FSI_6241,0,5,0,5,1,80,4,1,3,09/07/2020 ,1,4,27/03/2020 ,nghi phep,co gia dinh,1,170,40,dang bi benh,co,khong,xe may
6241,6241,FSI_6241,Luna,Tinh le,Kinh,Yoga,27,Nu,Tieng Nhat,A,A,Thac si,Xuat sac,TLU,Lap trinh vien,4,C++,Nhan vien,1.0,None,25,A,3,24.0,25.2,6241,FSI_6242,0,2,5,1,5,100,3,0,1,25/01/2020 ,0,2,26/04/2020 ,full time,co gia dinh,0,170,60,khong bi benh,khong,khong,bus
6242,6242,FSI_6242,Long,Tinh le,Kinh,Gym,29,Nam,Khong chung chi,A,C,Dai hoc,Gioi,UTC,Lap trinh vien,2,PHP,Nhan vien,1.0,Oympic toan,25,C,9,14.0,14.7,6242,FSI_6243,4,5,0,2,1,80,4,2,2,08/01/2020 ,1,4,29/07/2020 ,nghi phep,co gia dinh,2,160,50,dang bi benh,khong,co,bus
6243,6243,FSI_6243,Lan,Tinh le,Dao,xem phim,23,Nam,Khong chung chi,B,C,Cao dang,Gioi,UTC,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,C,3,5.0,5.25,6243,FSI_6244,4,0,4,4,2,80,0,1,3,03/03/2020 ,2,1,23/11/2019 ,nghi phep,co gia dinh,1,175,60,dang bi benh,co,khong,xe may
6244,6244,FSI_6244,Ngoc,Tinh le,Kinh,Nghe nhac,29,Nu,Tieng anh toiec,A,C,Dai hoc,Trung binh,HUST,Lap trinh vien,2,PHP,Teamlead,1.5,None,25,B,10,36.0,37.8,6244,FSI_6245,1,2,2,5,1,100,5,0,1,11/07/2020 ,0,0,11/09/2019 ,full time,chua co gia dinh,2,160,60,dang bi benh,khong,khong,xe may
6245,6245,FSI_6245,Lan,Tinh le,Kinh,Nghe nhac,31,Nu,Tieng Nhat,A,B,Tien si,Khong xep loai,USTH,Ky su R&D,0,NLP,Nhan vien,1.0,Khoa hoc sang tao,25,A,6,24.0,25.2,6245,FSI_6246,3,1,4,3,0,90,3,1,2,12/02/2020 ,2,0,20/05/2020 ,full time,co gia dinh,1,170,50,dang bi benh,khong,co,xe may
6246,6246,FSI_6246,Lan,Tinh le,Kinh,Nghe nhac,26,Nam,Tieng Trung,D,D,Dai hoc,Xuat sac,VNU,PM,5,None,Nhan vien,1.0,None,30,B,6,7.0,7.35,6246,FSI_6247,0,0,1,2,2,100,5,0,3,21/09/2019 ,0,2,18/09/2019 ,full time,co gia dinh,2,160,70,khong bi benh,khong,khong,xe may
6247,6247,FSI_6247,Lan,Tinh le,Kinh,Yoga,29,Nu,Tieng anh toiec,B,B,Cao dang,Trung binh,USTH,Lap trinh vien,2,Ruby,Teamlead,1.5,None,25,A,7,31.5,33.075,6247,FSI_6248,0,3,3,2,1,90,1,1,2,24/09/2019 ,2,1,11/09/2019 ,nghi phep,chua co gia dinh,0,150,40,khong bi benh,khong,co,xe may
6248,6248,FSI_6248,Ron,Tinh le,Kinh,Da bong,22,Nam,Khong chung chi,D,C,Cao dang,Gioi,VNU,Lap trinh vien,2,PHP,Nhan vien,1.0,None,25,A,2,10.0,10.5,6248,FSI_6249,2,3,5,0,3,100,3,0,1,15/01/2020 ,3,0,29/06/2020 ,nghi phep,chua co gia dinh,0,180,50,dang bi benh,khong,khong,xe may
6249,6249,FSI_6249,Hermione,Tinh le,Khome,Cau long,49,Nam,Khong chung chi,A,D,Thac si,Xuat sac,HNUE,PM,27,None,Nhan vien,1.0,None,30,A,2,27.0,28.35,6249,FSI_6250,1,2,0,0,0,70,5,0,1,08/06/2020 ,0,2,15/06/2020 ,full time,co gia dinh,3,160,40,khong bi benh,co,khong,oto
6250,6250,FSI_6250,Luna,Ha Noi,Kinh,Cau ca,18,Nu,Khong chung chi,B,B,Cao dang,Trung binh,USTH,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,D,0,15.0,15.75,6250,FSI_6251,1,1,1,1,1,80,5,4,2,27/09/2019 ,0,4,25/03/2020 ,full time,chua co gia dinh,2,160,50,dang bi benh,co,co,xe may
6251,6251,FSI_6251,Ron,Tinh le,Kinh,Yoga,59,Nam,Tieng anh toiec,A,D,Dai hoc,kha,VNU,BA,38,None,Nhan vien,1.0,None,25,A,2,12.0,12.6,6251,FSI_6252,0,1,4,3,1,80,1,4,1,17/04/2020 ,1,0,24/10/2019 ,full time,chua co gia dinh,1,175,60,khong bi benh,khong,khong,oto
6252,6252,FSI_6252,Ngoc,Tinh le,Nung,xem phim,28,Nu,Khong chung chi,A,D,Dai hoc,Xuat sac,HAUI,Tester,2,None,Nhan vien,1.0,None,15,D,6,11.0,11.55,6252,FSI_6253,1,5,3,0,3,70,5,0,1,27/08/2020 ,1,4,09/05/2020 ,nghi phep,chua co gia dinh,3,180,70,dang bi benh,khong,khong,xe may
6253,6253,FSI_6253,Luna,Tinh le,Kinh,Cau long,19,Nam,Khong chung chi,B,B,Cao dang,Xuat sac,HAUI,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,C,0,12.0,12.6,6253,FSI_6254,0,1,0,5,0,80,1,0,2,04/07/2020 ,2,0,20/03/2020 ,full time,chua co gia dinh,1,160,40,khong bi benh,khong,co,oto
6254,6254,FSI_6254,Hermione,Tinh le,Kinh,Nghe nhac,28,Nu,Khong chung chi,C,D,Cao dang,kha,HNUE,BA,0,None,Nhan vien,1.0,None,25,A,8,9.0,9.45,6254,FSI_6255,5,3,1,3,4,100,5,1,3,14/02/2020 ,4,0,16/04/2020 ,part time,chua co gia dinh,1,175,40,dang bi benh,co,khong,xe may
6255,6255,FSI_6255,Luna,Tinh le,Kinh,Cau ca,33,Nam,Khong chung chi,C,D,Dai hoc,Xuat sac,UTC,Tu van ban hang,0,None,Nhan vien,1.0,olympic tin,15,D,5,9.0,9.45,6255,FSI_6256,3,1,2,0,0,90,2,0,1,11/12/2019 ,3,5,14/07/2020 ,full time,co gia dinh,0,150,70,khong bi benh,khong,co,bus
6256,6256,FSI_6256,Harry,Tinh le,Tay,xem phim,26,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,4,None,Nhan vien,1.0,None,25,A,0,24.0,25.2,6256,FSI_6257,0,0,3,0,0,100,5,0,1,16/12/2019 ,3,3,10/12/2019 ,full time,chua co gia dinh,0,170,60,dang bi benh,co,khong,xe may
6257,6257,FSI_6257,Ngoc,Ha Noi,Kinh,Yoga,25,Nam,Khong chung chi,B,D,Dai hoc,Trung binh,EPU,Tu van ban hang,3,None,Nhan vien,1.0,None,15,A,3,6.0,6.3,6257,FSI_6258,1,1,0,5,0,70,3,0,1,02/10/2019 ,5,4,02/09/2020 ,part time,co gia dinh,2,180,40,dang bi benh,khong,co,oto
6258,6258,FSI_6258,Ngoc,Tinh le,Kinh,Da bong,55,Nu,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,11,Computer vision,Nhan vien,1.0,None,25,D,11,5.0,5.25,6258,FSI_6259,1,3,3,5,1,90,2,0,2,03/01/2020 ,1,1,08/09/2019 ,full time,co gia dinh,0,180,70,khong bi benh,co,co,bus
6259,6259,FSI_6259,Ron,Tinh le,Kinh,Gym,23,Nam,Tieng Nhat,C,A,Cao dang,Trung binh,HAUI,Lap trinh vien,2,Java,Teamlead,1.5,None,25,C,3,18.0,18.9,6259,FSI_6260,2,1,4,2,5,90,3,2,2,14/07/2020 ,1,0,13/06/2020 ,nghi phep,co gia dinh,3,180,60,dang bi benh,khong,khong,xe may
6260,6260,FSI_6260,Luna,Tinh le,Kinh,xem phim,36,Nam,Tieng Nhat,C,D,Cao dang,Trung binh,HNUE,PM,12,None,Nhan vien,1.0,None,30,D,4,17.0,17.85,6260,FSI_6261,3,0,3,5,1,70,3,2,1,22/12/2019 ,0,3,11/03/2020 ,nghi phep,chua co gia dinh,1,165,40,dang bi benh,co,co,xe may
6261,6261,FSI_6261,Luna,Tinh le,Kinh,Nghe nhac,27,Nam,Khong chung chi,D,A,Cao dang,Trung binh,HAUI,Lap trinh vien,4,ios,Nhan vien,1.0,None,25,A,6,15.0,15.75,6261,FSI_6262,4,3,2,1,0,70,0,0,1,16/04/2020 ,0,2,06/08/2020 ,full time,chua co gia dinh,1,175,40,khong bi benh,co,co,xe may
6262,6262,FSI_6262,Long,Tinh le,Kinh,xem phim,19,Nam,Khong chung chi,D,D,Cao dang,Gioi,USTH,PM,0,None,Nhan vien,1.0,None,30,C,1,8.0,8.4,6262,FSI_6263,2,3,3,3,0,80,3,2,1,10/08/2020 ,0,1,16/11/2019 ,full time,chua co gia dinh,2,165,60,khong bi benh,khong,co,xe may
6263,6263,FSI_6263,Harry,Tinh le,Kinh,Yoga,28,Nam,Khong chung chi,D,A,Dai hoc,kha,HUST,Lap trinh vien,8,Java,Nhan vien,1.0,None,25,B,3,21.0,22.05,6263,FSI_6264,4,1,3,4,1,90,0,1,1,21/08/2020 ,2,5,25/01/2020 ,part time,chua co gia dinh,0,150,40,khong bi benh,khong,co,oto
6264,6264,FSI_6264,Ngoc,Tinh le,Kinh,Gym,18,Nu,Tieng Nhat,C,D,Dai hoc,Xuat sac,USTH,BA,0,None,Teamlead,1.5,None,25,A,1,6.0,6.3,6264,FSI_6265,0,2,0,1,2,90,3,5,2,01/04/2020 ,2,3,07/12/2019 ,nghi phep,chua co gia dinh,2,150,40,dang bi benh,co,khong,xe may
6265,6265,FSI_6265,Luna,Tinh le,Ede,Nghe nhac,24,Nu,Tieng anh toiec,D,A,Dai hoc,Xuat sac,HNUE,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,D,4,5.0,5.25,6265,FSI_6266,4,4,3,0,3,90,1,2,1,20/05/2020 ,0,2,22/01/2020 ,nghi phep,co gia dinh,2,165,70,dang bi benh,co,co,xe may
6266,6266,FSI_6266,Luna,Tinh le,Kinh,Yoga,23,Nu,Tieng anh toiec,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,3,Java,Nhan vien,1.0,None,25,A,3,15.0,15.75,6266,FSI_6267,2,5,0,5,2,100,4,3,1,04/12/2019 ,0,0,18/12/2019 ,nghi phep,chua co gia dinh,2,150,60,khong bi benh,co,co,xe may
6267,6267,FSI_6267,Ron,Tinh le,Kinh,Yoga,21,Nam,Khong chung chi,A,D,Cao dang,Xuat sac,EPU,BA,0,None,Nhan vien,1.0,Nhan tai dat viet,25,B,1,5.0,5.25,6267,FSI_6268,1,5,0,0,4,100,4,5,1,23/04/2020 ,2,5,05/03/2020 ,nghi phep,co gia dinh,0,150,70,khong bi benh,khong,co,bus
6268,6268,FSI_6268,Nam,Ha Noi,Kinh,Da bong,23,Nam,Khong chung chi,A,A,Cao dang,Trung binh,HNUE,Lap trinh vien,4,Java,Nhan vien,1.0,None,25,A,2,15.0,15.75,6268,FSI_6269,1,4,5,2,3,70,2,4,1,19/05/2020 ,2,2,01/01/2020 ,nghi phep,co gia dinh,0,150,50,khong bi benh,co,co,oto
6269,6269,FSI_6269,Lan,Tinh le,Kinh,Yoga,29,Nu,Tieng Nhat,B,C,Cao dang,kha,VNU,Lap trinh vien,4,PHP,Nhan vien,1.0,None,25,A,5,12.0,12.6,6269,FSI_6270,1,3,0,4,0,100,0,5,2,28/06/2020 ,0,0,12/02/2020 ,nghi phep,chua co gia dinh,1,175,60,khong bi benh,co,co,xe may
6270,6270,FSI_6270,Lan,Tinh le,Kinh,Cau long,19,Nu,Khong chung chi,C,A,Cao dang,kha,HNUE,Lap trinh vien,0,C++,Teamlead,1.5,Khoa hoc sang tao,25,B,0,30.0,31.5,6270,FSI_6271,1,0,3,4,5,90,3,3,2,02/07/2020 ,2,4,01/08/2020 ,part time,co gia dinh,2,160,50,khong bi benh,khong,co,bus
6271,6271,FSI_6271,Lan,Tinh le,Kinh,Gym,20,Nam,Tieng anh toiec,A,D,Dai hoc,Trung binh,EPU,PM,1,None,Nhan vien,1.0,None,30,C,1,19.0,19.95,6271,FSI_6272,0,1,3,1,0,100,0,3,1,21/12/2019 ,1,2,14/08/2020 ,part time,co gia dinh,2,180,60,khong bi benh,khong,co,bus
6272,6272,FSI_6272,Ngoc,Tinh le,Kinh,Gym,23,Nu,Khong chung chi,C,B,Dai hoc,Gioi,TLU,Ky su R&D,3,NLP,Nhan vien,1.0,None,25,B,0,10.0,10.5,6272,FSI_6273,4,2,1,0,0,70,1,3,1,11/06/2020 ,0,0,22/01/2020 ,full time,co gia dinh,2,175,40,dang bi benh,khong,khong,xe may
6273,6273,FSI_6273,Nam,Tinh le,Kinh,Cau ca,24,Nam,Khong chung chi,B,B,Thac si,Xuat sac,HNUE,Lap trinh vien,3,Android,Nhan vien,1.0,None,25,A,1,16.0,16.8,6273,FSI_6274,1,0,5,1,0,80,3,1,1,26/12/2019 ,0,0,13/09/2019 ,part time,co gia dinh,2,170,60,dang bi benh,co,khong,bus
6274,6274,FSI_6274,Harry,Tinh le,Kinh,xem phim,22,Nu,Tieng anh toiec,A,B,Dai hoc,Gioi,HUST,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,D,0,12.0,12.6,6274,FSI_6275,0,1,0,0,2,100,0,5,1,11/02/2020 ,2,5,21/08/2020 ,nghi phep,co gia dinh,1,175,50,dang bi benh,co,khong,xe may
6275,6275,FSI_6275,Luna,Tinh le,Kinh,Cau ca,39,Nu,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,10,Android,Nhan vien,1.0,None,25,D,0,23.0,24.15,6275,FSI_6276,2,2,5,0,1,80,2,5,1,09/04/2020 ,4,1,19/12/2019 ,nghi phep,co gia dinh,0,175,70,dang bi benh,khong,khong,xe may
6276,6276,FSI_6276,Nam,Tinh le,Kinh,Nghe nhac,27,Nam,Khong chung chi,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,A,0,6.0,6.3,6276,FSI_6277,0,2,2,2,3,90,3,1,1,25/07/2020 ,5,1,15/10/2019 ,part time,co gia dinh,1,170,50,khong bi benh,khong,khong,xe may
6277,6277,FSI_6277,Hermione,Tinh le,Kinh,Gym,31,Nu,Khong chung chi,D,D,Cao dang,Xuat sac,USTH,Tu van ban hang,1,None,Nhan vien,1.0,None,15,A,0,6.0,6.3,6277,FSI_6278,2,1,4,3,5,80,0,4,1,17/03/2020 ,2,4,14/01/2020 ,nghi phep,chua co gia dinh,2,180,40,khong bi benh,khong,co,xe may
6278,6278,FSI_6278,Ngoc,Tinh le,Kinh,Cau long,25,Nu,Khong chung chi,A,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,5,None,Nhan vien,1.0,None,15,B,3,4.0,4.2,6278,FSI_6279,0,0,4,0,4,90,4,0,1,27/08/2020 ,5,4,27/08/2020 ,full time,chua co gia dinh,3,150,70,khong bi benh,khong,co,xe may
6279,6279,FSI_6279,Harry,Tinh le,Hoa,Da bong,42,Nu,Tieng anh toiec,D,B,Cao dang,Trung binh,UTC,Lap trinh vien,11,.NET,Nhan vien,1.0,None,25,D,4,20.0,21.0,6279,FSI_6280,2,0,1,2,2,80,0,0,2,05/08/2020 ,1,4,16/07/2020 ,nghi phep,co gia dinh,2,150,60,dang bi benh,co,co,xe may
6280,6280,FSI_6280,Hermione,Tinh le,Kinh,Da bong,29,Nam,Tieng anh toiec,C,C,Dai hoc,Gioi,UTC,Lap trinh vien,9,PHP,Nhan vien,1.0,Nhan tai dat viet,25,C,9,11.0,11.55,6280,FSI_6281,5,0,4,2,3,90,1,1,1,01/05/2020 ,2,0,03/09/2020 ,full time,co gia dinh,2,170,60,khong bi benh,khong,khong,bus
6281,6281,FSI_6281,Long,Tinh le,Kinh,Nghe nhac,53,Nam,Tieng anh toiec,C,B,Cao dang,Trung binh,HNUE,Lap trinh vien,19,Android,Nhan vien,1.0,None,25,B,3,23.0,24.15,6281,FSI_6282,1,0,4,5,1,70,4,3,3,02/03/2020 ,3,4,28/12/2019 ,part time,co gia dinh,3,170,60,dang bi benh,khong,co,xe may
6282,6282,FSI_6282,Harry,Tinh le,Kinh,Cau long,26,Nu,Khong chung chi,A,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,2,None,Nhan vien,1.0,None,15,A,7,12.0,12.6,6282,FSI_6283,3,5,2,2,4,70,0,0,2,09/11/2019 ,0,5,14/05/2020 ,nghi phep,co gia dinh,1,170,50,dang bi benh,co,co,oto
6283,6283,FSI_6283,Ngoc,Ha Noi,Kinh,xem phim,29,Nam,Tieng anh toiec,B,D,Cao dang,Xuat sac,HNUE,Tu van ban hang,9,None,Nhan vien,1.0,None,15,A,5,8.0,8.4,6283,FSI_6284,0,0,0,0,0,90,4,5,1,06/11/2019 ,0,1,27/01/2020 ,full time,chua co gia dinh,1,150,60,dang bi benh,khong,co,oto
6284,6284,FSI_6284,Lan,Tinh le,Kinh,Cau ca,32,Nam,Khong chung chi,C,B,Thac si,Trung binh,EPU,Ky su R&D,4,Data Science,Nhan vien,1.0,None,25,A,9,17.0,17.85,6284,FSI_6285,4,3,0,0,4,90,0,2,1,03/01/2020 ,4,0,18/05/2020 ,full time,co gia dinh,0,170,70,dang bi benh,khong,co,oto
6285,6285,FSI_6285,Long,Tinh le,Kinh,Yoga,35,Nu,Tieng anh toiec,C,B,Dai hoc,Trung binh,TLU,Ky su R&D,3,Computer vision,Teamlead,1.5,None,25,C,9,25.5,26.775,6285,FSI_6286,0,0,0,3,4,80,5,2,2,06/01/2020 ,1,5,15/04/2020 ,part time,chua co gia dinh,2,165,70,khong bi benh,co,co,xe may
6286,6286,FSI_6286,Long,Tinh le,Kinh,Yoga,28,Nu,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,C,1,9.0,9.45,6286,FSI_6287,0,5,2,5,0,80,2,3,1,05/12/2019 ,5,1,19/04/2020 ,part time,co gia dinh,2,165,40,khong bi benh,khong,khong,xe may
6287,6287,FSI_6287,Hermione,Tinh le,Kinh,Yoga,26,Nu,Khong chung chi,C,D,Dai hoc,Xuat sac,HUST,BA,3,None,Nhan vien,1.0,None,25,B,6,23.0,24.15,6287,FSI_6288,2,0,3,4,2,100,1,0,2,14/04/2020 ,4,4,16/12/2019 ,full time,co gia dinh,0,175,70,khong bi benh,khong,co,xe may
6288,6288,FSI_6288,Harry,Tinh le,Kinh,Cau long,21,Nu,Khong chung chi,A,D,Dai hoc,Trung binh,HAUI,Tu van ban hang,2,None,Nhan vien,1.0,None,15,D,1,13.0,13.65,6288,FSI_6289,1,5,2,3,4,70,5,1,3,03/12/2019 ,5,0,26/08/2020 ,part time,co gia dinh,2,170,70,khong bi benh,co,co,xe may
6289,6289,FSI_6289,Luna,Tinh le,Kinh,Gym,19,Nu,Tieng Nga,B,B,Cao dang,Trung binh,USTH,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,D,0,20.0,21.0,6289,FSI_6290,0,3,4,4,4,70,0,1,2,23/07/2020 ,3,0,05/12/2019 ,nghi phep,co gia dinh,0,160,70,dang bi benh,khong,khong,oto
